[2023-09-29 00:07:22,468] ml_logger {DiffImpute.py:59} INFO - ### Init. Logger ml_logger ###
[2023-09-29 00:21:10,197] ml_logger {DiffImpute.py:434} INFO - (epoch) 8 (batch) 0 (loss) 0.0356
[2023-09-29 00:21:14,926] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/FT_epoch8.pt
[2023-09-29 00:21:14,965] ml_logger {DiffImpute.py:434} INFO - (epoch) 9 (batch) 0 (loss) 0.0417
[2023-09-29 00:21:19,814] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/FT_epoch9.pt
[2023-09-29 00:21:19,853] ml_logger {DiffImpute.py:434} INFO - (epoch) 10 (batch) 0 (loss) 0.0411
[2023-09-29 00:21:24,609] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/FT_epoch10.pt
[2023-09-29 00:21:24,648] ml_logger {DiffImpute.py:434} INFO - (epoch) 11 (batch) 0 (loss) 0.0455
[2023-09-29 00:21:29,471] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/FT_epoch11.pt
[2023-09-29 00:21:29,511] ml_logger {DiffImpute.py:434} INFO - (epoch) 12 (batch) 0 (loss) 0.0321
[2023-09-29 00:21:34,315] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/FT_epoch12.pt
[2023-09-29 00:21:34,355] ml_logger {DiffImpute.py:434} INFO - (epoch) 13 (batch) 0 (loss) 0.0416
[2023-09-29 00:21:39,147] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/FT_epoch13.pt
[2023-09-29 00:21:39,186] ml_logger {DiffImpute.py:434} INFO - (epoch) 14 (batch) 0 (loss) 0.0587
[2023-09-29 00:21:43,917] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/FT_epoch14.pt
[2023-09-29 00:21:43,957] ml_logger {DiffImpute.py:434} INFO - (epoch) 15 (batch) 0 (loss) 0.0466
[2023-09-29 00:21:48,743] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/FT_epoch15.pt
[2023-09-29 00:21:48,782] ml_logger {DiffImpute.py:434} INFO - (epoch) 16 (batch) 0 (loss) 0.0408
[2023-09-29 00:21:53,583] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/FT_epoch16.pt
[2023-09-29 00:21:53,622] ml_logger {DiffImpute.py:434} INFO - (epoch) 17 (batch) 0 (loss) 0.0379
[2023-09-29 00:21:58,353] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/FT_epoch17.pt
[2023-09-29 00:21:58,392] ml_logger {DiffImpute.py:434} INFO - (epoch) 18 (batch) 0 (loss) 0.0405
[2023-09-29 00:22:03,133] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/FT_epoch18.pt
[2023-09-29 00:22:03,173] ml_logger {DiffImpute.py:434} INFO - (epoch) 19 (batch) 0 (loss) 0.0442
[2023-09-29 00:22:08,012] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/FT_epoch19.pt
[2023-09-29 00:22:08,050] ml_logger {DiffImpute.py:434} INFO - (epoch) 20 (batch) 0 (loss) 0.0446
[2023-09-29 00:22:12,782] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/FT_epoch20.pt
[2023-09-29 00:22:12,840] ml_logger {DiffImpute.py:516} INFO - Test score before training: 2.6745
[2023-09-29 00:22:12,870] ml_logger {DiffImpute.py:533} INFO - (epoch) 1 (batch) 0 (loss) 0.3034
[2023-09-29 00:22:13,766] ml_logger {DiffImpute.py:533} INFO - (epoch) 1 (batch) 64 (loss) 0.0328
[2023-09-29 00:22:13,800] ml_logger {DiffImpute.py:538} INFO - Epoch | Test score: 0.8090
[2023-09-29 00:22:13,841] ml_logger {DiffImpute.py:552} INFO - Model saved at CA/sampling_results/downstream_model_epoch1.pt
[2023-09-29 00:22:13,841] ml_logger {DiffImpute.py:555} INFO -  <<< BEST TEST EPOCH
[2023-09-29 00:22:13,867] ml_logger {DiffImpute.py:533} INFO - (epoch) 2 (batch) 0 (loss) 0.0355
[2023-09-29 00:22:14,755] ml_logger {DiffImpute.py:533} INFO - (epoch) 2 (batch) 64 (loss) 0.0284
[2023-09-29 00:22:14,789] ml_logger {DiffImpute.py:538} INFO - Epoch | Test score: 0.7739
[2023-09-29 00:22:14,829] ml_logger {DiffImpute.py:552} INFO - Model saved at CA/sampling_results/downstream_model_epoch2.pt
[2023-09-29 00:22:14,830] ml_logger {DiffImpute.py:555} INFO -  <<< BEST TEST EPOCH
[2023-09-29 00:22:14,856] ml_logger {DiffImpute.py:533} INFO - (epoch) 3 (batch) 0 (loss) 0.0319
[2023-09-29 00:22:15,742] ml_logger {DiffImpute.py:533} INFO - (epoch) 3 (batch) 64 (loss) 0.0263
[2023-09-29 00:22:15,774] ml_logger {DiffImpute.py:538} INFO - Epoch | Test score: 0.7585
[2023-09-29 00:22:15,816] ml_logger {DiffImpute.py:552} INFO - Model saved at CA/sampling_results/downstream_model_epoch3.pt
[2023-09-29 00:22:15,816] ml_logger {DiffImpute.py:555} INFO -  <<< BEST TEST EPOCH
[2023-09-29 00:22:15,842] ml_logger {DiffImpute.py:533} INFO - (epoch) 4 (batch) 0 (loss) 0.0290
[2023-09-29 00:22:16,728] ml_logger {DiffImpute.py:533} INFO - (epoch) 4 (batch) 64 (loss) 0.0252
[2023-09-29 00:22:16,762] ml_logger {DiffImpute.py:538} INFO - Epoch | Test score: 0.7504
[2023-09-29 00:22:16,802] ml_logger {DiffImpute.py:552} INFO - Model saved at CA/sampling_results/downstream_model_epoch4.pt
[2023-09-29 00:22:16,803] ml_logger {DiffImpute.py:555} INFO -  <<< BEST TEST EPOCH
[2023-09-29 00:22:16,829] ml_logger {DiffImpute.py:533} INFO - (epoch) 5 (batch) 0 (loss) 0.0265
[2023-09-29 00:22:17,721] ml_logger {DiffImpute.py:533} INFO - (epoch) 5 (batch) 64 (loss) 0.0260
[2023-09-29 00:22:17,755] ml_logger {DiffImpute.py:538} INFO - Epoch | Test score: 0.7382
[2023-09-29 00:22:17,796] ml_logger {DiffImpute.py:552} INFO - Model saved at CA/sampling_results/downstream_model_epoch5.pt
[2023-09-29 00:22:17,796] ml_logger {DiffImpute.py:555} INFO -  <<< BEST TEST EPOCH
[2023-09-29 00:22:17,822] ml_logger {DiffImpute.py:533} INFO - (epoch) 6 (batch) 0 (loss) 0.0283
[2023-09-29 00:22:18,712] ml_logger {DiffImpute.py:533} INFO - (epoch) 6 (batch) 64 (loss) 0.0241
[2023-09-29 00:22:18,746] ml_logger {DiffImpute.py:538} INFO - Epoch | Test score: 0.7286
[2023-09-29 00:22:18,786] ml_logger {DiffImpute.py:552} INFO - Model saved at CA/sampling_results/downstream_model_epoch6.pt
[2023-09-29 00:22:18,786] ml_logger {DiffImpute.py:555} INFO -  <<< BEST TEST EPOCH
[2023-09-29 00:22:18,812] ml_logger {DiffImpute.py:533} INFO - (epoch) 7 (batch) 0 (loss) 0.0279
[2023-09-29 00:22:19,706] ml_logger {DiffImpute.py:533} INFO - (epoch) 7 (batch) 64 (loss) 0.0233
[2023-09-29 00:22:19,739] ml_logger {DiffImpute.py:538} INFO - Epoch | Test score: 0.7159
[2023-09-29 00:22:19,780] ml_logger {DiffImpute.py:552} INFO - Model saved at CA/sampling_results/downstream_model_epoch7.pt
[2023-09-29 00:22:19,780] ml_logger {DiffImpute.py:555} INFO -  <<< BEST TEST EPOCH
[2023-09-29 00:22:19,807] ml_logger {DiffImpute.py:533} INFO - (epoch) 8 (batch) 0 (loss) 0.0273
[2023-09-29 00:22:20,700] ml_logger {DiffImpute.py:533} INFO - (epoch) 8 (batch) 64 (loss) 0.0245
[2023-09-29 00:22:20,734] ml_logger {DiffImpute.py:538} INFO - Epoch | Test score: 0.7222
[2023-09-29 00:22:20,775] ml_logger {DiffImpute.py:552} INFO - Model saved at CA/sampling_results/downstream_model_epoch8.pt
[2023-09-29 00:22:20,802] ml_logger {DiffImpute.py:533} INFO - (epoch) 9 (batch) 0 (loss) 0.0262
[2023-09-29 00:22:21,694] ml_logger {DiffImpute.py:533} INFO - (epoch) 9 (batch) 64 (loss) 0.0238
[2023-09-29 00:22:21,726] ml_logger {DiffImpute.py:538} INFO - Epoch | Test score: 0.7097
[2023-09-29 00:22:21,767] ml_logger {DiffImpute.py:552} INFO - Model saved at CA/sampling_results/downstream_model_epoch9.pt
[2023-09-29 00:22:21,768] ml_logger {DiffImpute.py:555} INFO -  <<< BEST TEST EPOCH
[2023-09-29 00:22:21,794] ml_logger {DiffImpute.py:533} INFO - (epoch) 10 (batch) 0 (loss) 0.0261
[2023-09-29 00:22:22,704] ml_logger {DiffImpute.py:533} INFO - (epoch) 10 (batch) 64 (loss) 0.0208
[2023-09-29 00:22:22,737] ml_logger {DiffImpute.py:538} INFO - Epoch | Test score: 0.6995
[2023-09-29 00:22:22,779] ml_logger {DiffImpute.py:552} INFO - Model saved at CA/sampling_results/downstream_model_epoch10.pt
[2023-09-29 00:22:22,779] ml_logger {DiffImpute.py:555} INFO -  <<< BEST TEST EPOCH
[2023-09-29 00:22:22,806] ml_logger {DiffImpute.py:533} INFO - (epoch) 11 (batch) 0 (loss) 0.0243
[2023-09-29 00:22:23,706] ml_logger {DiffImpute.py:533} INFO - (epoch) 11 (batch) 64 (loss) 0.0222
[2023-09-29 00:22:23,739] ml_logger {DiffImpute.py:538} INFO - Epoch | Test score: 0.6957
[2023-09-29 00:22:23,780] ml_logger {DiffImpute.py:552} INFO - Model saved at CA/sampling_results/downstream_model_epoch11.pt
[2023-09-29 00:22:23,781] ml_logger {DiffImpute.py:555} INFO -  <<< BEST TEST EPOCH
[2023-09-29 00:22:23,807] ml_logger {DiffImpute.py:533} INFO - (epoch) 12 (batch) 0 (loss) 0.0250
[2023-09-29 00:22:24,695] ml_logger {DiffImpute.py:533} INFO - (epoch) 12 (batch) 64 (loss) 0.0216
[2023-09-29 00:22:24,728] ml_logger {DiffImpute.py:538} INFO - Epoch | Test score: 0.6882
[2023-09-29 00:22:24,769] ml_logger {DiffImpute.py:552} INFO - Model saved at CA/sampling_results/downstream_model_epoch12.pt
[2023-09-29 00:22:24,769] ml_logger {DiffImpute.py:555} INFO -  <<< BEST TEST EPOCH
[2023-09-29 00:22:24,795] ml_logger {DiffImpute.py:533} INFO - (epoch) 13 (batch) 0 (loss) 0.0245
[2023-09-29 00:22:25,684] ml_logger {DiffImpute.py:533} INFO - (epoch) 13 (batch) 64 (loss) 0.0208
[2023-09-29 00:22:25,718] ml_logger {DiffImpute.py:538} INFO - Epoch | Test score: 0.6851
[2023-09-29 00:22:25,758] ml_logger {DiffImpute.py:552} INFO - Model saved at CA/sampling_results/downstream_model_epoch13.pt
[2023-09-29 00:22:25,758] ml_logger {DiffImpute.py:555} INFO -  <<< BEST TEST EPOCH
[2023-09-29 00:22:25,784] ml_logger {DiffImpute.py:533} INFO - (epoch) 14 (batch) 0 (loss) 0.0236
[2023-09-29 00:22:26,669] ml_logger {DiffImpute.py:533} INFO - (epoch) 14 (batch) 64 (loss) 0.0207
[2023-09-29 00:22:26,703] ml_logger {DiffImpute.py:538} INFO - Epoch | Test score: 0.6797
[2023-09-29 00:22:26,743] ml_logger {DiffImpute.py:552} INFO - Model saved at CA/sampling_results/downstream_model_epoch14.pt
[2023-09-29 00:22:26,744] ml_logger {DiffImpute.py:555} INFO -  <<< BEST TEST EPOCH
[2023-09-29 00:22:26,770] ml_logger {DiffImpute.py:533} INFO - (epoch) 15 (batch) 0 (loss) 0.0234
[2023-09-29 00:22:27,664] ml_logger {DiffImpute.py:533} INFO - (epoch) 15 (batch) 64 (loss) 0.0201
[2023-09-29 00:22:27,697] ml_logger {DiffImpute.py:538} INFO - Epoch | Test score: 0.6773
[2023-09-29 00:22:27,742] ml_logger {DiffImpute.py:552} INFO - Model saved at CA/sampling_results/downstream_model_epoch15.pt
[2023-09-29 00:22:27,743] ml_logger {DiffImpute.py:555} INFO -  <<< BEST TEST EPOCH
[2023-09-29 00:22:27,769] ml_logger {DiffImpute.py:533} INFO - (epoch) 16 (batch) 0 (loss) 0.0222
[2023-09-29 00:22:28,655] ml_logger {DiffImpute.py:533} INFO - (epoch) 16 (batch) 64 (loss) 0.0206
[2023-09-29 00:22:28,689] ml_logger {DiffImpute.py:538} INFO - Epoch | Test score: 0.6739
[2023-09-29 00:22:28,731] ml_logger {DiffImpute.py:552} INFO - Model saved at CA/sampling_results/downstream_model_epoch16.pt
[2023-09-29 00:22:28,731] ml_logger {DiffImpute.py:555} INFO -  <<< BEST TEST EPOCH
[2023-09-29 00:22:28,757] ml_logger {DiffImpute.py:533} INFO - (epoch) 17 (batch) 0 (loss) 0.0230
[2023-09-29 00:22:29,643] ml_logger {DiffImpute.py:533} INFO - (epoch) 17 (batch) 64 (loss) 0.0208
[2023-09-29 00:22:29,678] ml_logger {DiffImpute.py:538} INFO - Epoch | Test score: 0.6742
[2023-09-29 00:22:29,719] ml_logger {DiffImpute.py:552} INFO - Model saved at CA/sampling_results/downstream_model_epoch17.pt
[2023-09-29 00:22:29,745] ml_logger {DiffImpute.py:533} INFO - (epoch) 18 (batch) 0 (loss) 0.0222
[2023-09-29 00:22:30,632] ml_logger {DiffImpute.py:533} INFO - (epoch) 18 (batch) 64 (loss) 0.0199
[2023-09-29 00:22:30,665] ml_logger {DiffImpute.py:538} INFO - Epoch | Test score: 0.6770
[2023-09-29 00:22:30,706] ml_logger {DiffImpute.py:552} INFO - Model saved at CA/sampling_results/downstream_model_epoch18.pt
[2023-09-29 00:22:30,732] ml_logger {DiffImpute.py:533} INFO - (epoch) 19 (batch) 0 (loss) 0.0240
[2023-09-29 00:22:31,643] ml_logger {DiffImpute.py:533} INFO - (epoch) 19 (batch) 64 (loss) 0.0199
[2023-09-29 00:22:31,678] ml_logger {DiffImpute.py:538} INFO - Epoch | Test score: 0.6671
[2023-09-29 00:22:31,718] ml_logger {DiffImpute.py:552} INFO - Model saved at CA/sampling_results/downstream_model_epoch19.pt
[2023-09-29 00:22:31,718] ml_logger {DiffImpute.py:555} INFO -  <<< BEST TEST EPOCH
[2023-09-29 00:22:31,744] ml_logger {DiffImpute.py:533} INFO - (epoch) 20 (batch) 0 (loss) 0.0231
[2023-09-29 00:22:32,639] ml_logger {DiffImpute.py:533} INFO - (epoch) 20 (batch) 64 (loss) 0.0190
[2023-09-29 00:22:32,674] ml_logger {DiffImpute.py:538} INFO - Epoch | Test score: 0.6687
[2023-09-29 00:22:32,715] ml_logger {DiffImpute.py:552} INFO - Model saved at CA/sampling_results/downstream_model_epoch20.pt
[2023-09-29 00:22:32,715] ml_logger {DiffImpute.py:592} INFO - ==================================================U-Net Model Evaluation==================================================
[2023-09-29 00:58:37,712] ml_logger {DiffImpute.py:42} INFO - ### Init. Logger ml_logger ###
[2023-09-29 00:58:39,366] ml_logger {DiffImpute.py:417} INFO - ==================================================U-Net Model Training==================================================
[2023-09-29 00:58:41,354] ml_logger {DiffImpute.py:433} INFO - (epoch) 1 (batch) 0 (loss) 0.4632
